JournalCode	JournalLib	EcritureNum	EcritureDate	CompteNum	CompteLib	CompAuxNum	CompAuxLib	PieceRef	PieceDate	EcritureLib	Debit	Credit	EcritureLet	DateLet	ValidDate	Montantdevise	Idevise
AD	A Nouveaux Détaillés	1	20131231	108000	Compte de l'exploitant			TAXISFAR	20131231	REPRISE 5% CHARGES PERSO	976,44	0,00	A	20140101	20170130		
AD	A Nouveaux Détaillés	1	20131231	108000	Compte de l'exploitant			TAXISFAR	20131231	COT'TNS CSG NON DED	73,00	0,00	A	20140101	20170130		
AD	A Nouveaux Détaillés	1	20131231	108900	Apport personnel			TAXISFAR	20131231	RGLT LIQUIDE TAXI FERNANDES	0,00	24,00	A	20140101	20170130		
AD	A Nouveaux Détaillés	1	20131231	108900	Apport personnel			TAXISFAR	20131231	EQUIP AUTO PAYE PERSO	0,00	65,37	A	20140101	20170130		
AD	A Nouveaux Détaillés	1	20131231	108900	Apport personnel			TAXISFAR	20131231	FORMULE AUTO PAYE PERSO	0,00	3706,00	A	20140101	20170130		
AD	A Nouveaux Détaillés	1	20131231	108900	Apport personnel			TAXISFAR	20131231	HYDROSTAR PAYE PERSO	0,00	50,00	A	20140101	20170130		
AD	A Nouveaux Détaillés	1	20131231	108900	Apport personnel			TAXISFAR	20131231	LEROY MERLIN PAYE PERSO	0,00	159,00	A	20140101	20170130		
AD	A Nouveaux Détaillés	1	20131231	108900	Apport personnel			TAXISFAR	20131231	SLIDE PAYE PERSO	0,00	96,40	A	20140101	20170130		
AD	A Nouveaux Détaillés	1	20131231	108900	Apport personnel			TAXISFAR	20131231	ASS VEH 1TR13 2/2 PAYE PERSO	0,00	245,00	A	20140101	20170130		
AD	A Nouveaux Détaillés	1	20131231	108900	Apport personnel			TAXISFAR	20131231	GO PAYE PERSO 4/08/13	0,00	57,82	A	20140101	20170130		
AD	A Nouveaux Détaillés	1	20131231	108900	Apport personnel			TAXISFAR	20131231	TVA PAYE PERSO	0,00	7,00	A	20140101	20170130		
AD	A Nouveaux Détaillés	1	20131231	108900	Apport personnel			TAXISFAR	20131231	IMPERATOR INDUSTRIE PERSO	0,00	529,83	A	20140101	20170130		
AD	A Nouveaux Détaillés	1	20131231	168840	Interets courus s/emprunts			TAXISFAR	20131231	INT COURUS EMP 164500	0,00	12,67	A	20140101	20170130		
AD	A Nouveaux Détaillés	1	20131231	168840	Interets courus s/emprunts			TAXISFAR	20131231	INT COURUS EMP 164502	0,00	15,98	A	20140101	20170130		
AD	A Nouveaux Détaillés	1	20131231	168840	Interets courus s/emprunts			TAXISFAR	20131231	INT COURUS EMP 164503	0,00	6,00	A	20140101	20170130		
AD	A Nouveaux Détaillés	1	20131231	411000	Clients			TAXISFAR	20131231	JACK 5.5%	72,60	0,00	J	20140121	20170130		
AD	A Nouveaux Détaillés	1	20131231	411000	Clients			TAXISFAR	20131231	BARANT 7%	142,46	0,00	AR	20140531	20170130		
AD	A Nouveaux Détaillés	1	20131231	411000	Clients			TAXISFAR	20131231	BARANT 7%	142,46	0,00	AR	20140531	20170130		
AD	A Nouveaux Détaillés	1	20131231	411000	Clients			TAXISFAR	20131231	GAUVIN 7%	711,20	0,00	AR	20140531	20170130		
AD	A Nouveaux Détaillés	1	20131231	445670	Crédit de tva a reporter			TAXISFAR	20131231	TVA 12/13	121,00	0,00	A	20140831	20170130		
AD	A Nouveaux Détaillés	1	20131231	445716	Tva collectée19.60%			TAXISFAR	20131231	REPRISE 5% CHARGES PERSO	0,00	144,19	B	20141231	20170130		
AD	A Nouveaux Détaillés	1	20131231	445717	Tva collectée tva 7%			TAXISFAR	20131231	RGLMT CLIENTS 7% 2013 A REGUL	0,00	203,82			20170130		
AD	A Nouveaux Détaillés	1	20140101	101000	Capital individuel			TAXISFAR	20140101	Capital individuel	0,00	30900,11			20141231		
AD	A Nouveaux Détaillés	1	20140101	164500	Emprunt 8234663			TAXISFAR	20140101	Pret n 8234663	0,00	17208,32			20141231		
AD	A Nouveaux Détaillés	1	20140101	164502	Emprunt 8249866			TAXISFAR	20140101	Pret ce 8249866	0,00	38983,39			20141231		
AD	A Nouveaux Détaillés	1	20140101	164503	Emprunt 8257883			TAXISFAR	20140101	Pret ce 8257883	0,00	6341,53			20141231		
AD	A Nouveaux Détaillés	1	20140101	207000	Fonds commercial			TAXISFAR	20140101	Fonds commercial	45735,00	0,00			20141231		
AD	A Nouveaux Détaillés	1	20140101	215000	Instal techniques mat et outi			TAXISFAR	20140101	Instal techniques mat et outi	1254,17	0,00			20141231		
AD	A Nouveaux Détaillés	1	20140101	218200	Materiel de transport			TAXISFAR	20140101	Materiel de transport	48425,94	0,00			20141231		
AD	A Nouveaux Détaillés	1	20140101	218300	Materiel informatique			TAXISFAR	20140101	Materiel informatique	1319,75	0,00			20141231		
AD	A Nouveaux Détaillés	1	20140101	261000	Titres de participation.			TAXISFAR	20140101	Titres de participation.	56,00	0,00			20141231		
AD	A Nouveaux Détaillés	1	20140101	275000	Depots et cautionnement			TAXISFAR	20140101	Depots et cautionnement	30,00	0,00			20141231		
AD	A Nouveaux Détaillés	1	20140101	281500	Amort inst techn materiel outi			TAXISFAR	20140101	Amort inst techn materiel outi	0,00	1031,83			20141231		
AD	A Nouveaux Détaillés	1	20140101	281820	Amort materiel de transport			TAXISFAR	20140101	Amort.materiel de transport	0,00	29407,30			20141231		
AD	A Nouveaux Détaillés	1	20140101	281830	Amort materiel informatique			TAXISFAR	20140101	Amort mat informatque	0,00	1304,14			20141231		
AD	A Nouveaux Détaillés	1	20140101	408100	Fournisseurs fnp			TAXISFAR	20140101	Fourn.fact.non parvenues	0,00	2693,16	A	20140101	20141231		
AD	A Nouveaux Détaillés	1	20140101	409100	Fournisseurs acomptes 			TAXISFAR	20140101	Acompte fournisseurs	510,00	0,00	A	20140618	20141231		
AD	A Nouveaux Détaillés	1	20140101	409800	Fournisseurs avoirs à recevoir			TAXISFAR	20140101	Fournisseurs avoirs à recevoir	390,00	0,00	A	20140101	20141231		
AD	A Nouveaux Détaillés	1	20140101	421000	Personnel rémunerations dues			TAXISFAR	20140101	Personnel remunerations dues	0,00	87,59			20141231		
AD	A Nouveaux Détaillés	1	20140101	445860	Tva sur factures non parvenues			TAXISFAR	20140101	Tva fact.non parvenues	446,60	0,00	A	20140101	20141231		
AD	A Nouveaux Détaillés	1	20140101	445870	Tva sur avoirs à recevoir			TAXISFAR	20140101	Tva sur avoirs à recevoir	0,00	65,00	A	20140101	20141231		
AD	A Nouveaux Détaillés	1	20140101	445880	Tva a régulariser			TAXISFAR	20140101	Tva a regulariser	1885,81	0,00			20141231		
AD	A Nouveaux Détaillés	1	20140101	462000	Créances sur cession immo			TAXISFAR	20140101	Créances sur cession immo	12000,00	0,00			20141231		
AD	A Nouveaux Détaillés	1	20140101	486100	Charges constatées d'avance			TAXISFAR	20140101	Charges exploit.const.avance	9729,00	0,00	A	20140101	20141231		
AD	A Nouveaux Détaillés	1	20140101	496200	Dép. s/ créances cessions immo			TAXISFAR	20140101	Dép. s/ créances cessions immo	0,00	12000,00			20141231		
AD	A Nouveaux Détaillés	1	20140101	512000	Banque populaire			TAXISFAR	20140101	Banque populaire	2356,31	0,00			20141231		
AD	A Nouveaux Détaillés	1	20140101	512100	Caisse d'épargne			TAXISFAR	20140101	Caisse epargne	5970,38	0,00			20141231		
AD	A Nouveaux Détaillés	1	20140101	518600	Intérêts courus a payer			TAXISFAR	20140101	Interets courus a payer	0,00	83,02	A	20140101	20141231		
AD	A Nouveaux Détaillés	1	20140101	880000	Resultat en attente d'affect.			TAXISFAR	20140101	Résultat en Euros 31/12/2013	6230,48	0,00	A	20140101	20141231		
AC	Achats frais generaux	2	20140110	626201	Téléphone fixe et internet			02.01	20140110	ORANGE INT 01.2015	45,23	0,00			20141231		
AC	Achats frais generaux	2	20140110	445660	Tva sur biens & services			02.01	20140110	ORANGE INT 01.2015	7,15	0,00	A	20141231	20141231		
AC	Achats frais generaux	2	20140110	401000	Fournisseurs	FORANG	Orange	02.01	20140110	ORANGE INT 01.2015	0,00	52,38	A	20140429	20141231		
AC	Achats frais generaux	3	20140117	615500	Entretien vehicules			01.01	20140117	AUTO REPAR EQUILIBRAGE ROUES 4601SA41	50,62	0,00			20141231		
AC	Achats frais generaux	3	20140117	445660	Tva sur biens & services			01.01	20140117	AUTO REPAR 4601SA41 Equilibrag	10,12	0,00	A	20141231	20141231		
AC	Achats frais generaux	3	20140117	108900	Apport personnel			01.01	20140117	AUTO REPAR 4601SA41 Equilibrag	0,00	60,74			20141231		
AC	Achats frais generaux	4	20140201	606400	Fournitures administratives			01.02	20140201	BUREAU VALLEE Scanner Brother	116,22	0,00			20141231		
AC	Achats frais generaux	4	20140201	445660	Tva sur biens & services			01.02	20140201	BUREAU VALLEE Scanner Brother	23,24	0,00	A	20141231	20141231		
AC	Achats frais generaux	4	20140201	108900	Apport personnel			01.02	20140201	BUREAU VALLEE Scanner Brother	0,00	139,46			20141231		
AC	Achats frais generaux	5	20140305	615500	Entretien vehicules			01.03	20140305	MIR PEUGEOT AP867QX SINISTRE HT	772,61	0,00			20141231		
AC	Achats frais generaux	5	20140305	791220	Remboursements assurances			05.03	20140305	MIR PEUGEOT AP867QX SINISTRE HT	0,00	772,61			20141231		
AC	Achats frais generaux	6	20140610	615500	Entretien vehicules			02.06	20140610	AUTO REPAR REP CONDENSATEUR AP867QX	644,31	0,00			20141231		
AC	Achats frais generaux	6	20140610	445660	Tva sur biens & services			02.06	20140610	AUTO REPAR REP CONDENSATEUR AP-867-QX	128,86	0,00	A	20141231	20141231		
AC	Achats frais generaux	6	20140610	108900	Apport personnel			02.06	20140610	AUTO REPAR REP CONDENSATEUR AP-867-QX	0,00	773,17			20141231		
AC	Achats frais generaux	7	20140617	218200	Materiel de transport			01.06	20140617	DIXIT IMPRIM Pub Véhicule	1127,50	0,00			20141231		
AC	Achats frais generaux	7	20140617	445660	Tva sur biens & services			01.06	20140617	DIXIT IMPRIM Pub Véhicule	225,50	0,00	A	20141231	20141231		
AC	Achats frais generaux	7	20140617	401000	Fournisseurs	FDIX	DIXIT IMPRIM	01.06	20140617	DIXIT IMPRIM Pub Véhicule	0,00	1353,00	A	20140618	20141231		
AC	Achats frais generaux	8	20140731	622600	Honoraires comptables			03.07	20140731	FITECO COMPTA AV 2013	0,00	572,00			20141231		
AC	Achats frais generaux	8	20140731	445660	Tva sur biens & services			03.07	20140731	FITECO COMPTA AV 2013	0,00	114,40	A	20141231	20141231		
AC	Achats frais generaux	8	20140731	401000	Fournisseurs	FFITEC	FITECO	03.07	20140731	FITECO COMPTA AV 2013	686,40	0,00			20141231		
AC	Achats frais generaux	9	20141231	625100	Voyages et déplacements			AC01	20141231	COFIROUTE 12/2014	43,42	0,00			20141231		
AC	Achats frais generaux	9	20141231	445660	Tva sur biens & services			AC01	20141231	COFIROUTE 12/2014	8,68	0,00			20141231		
AC	Achats frais generaux	9	20141231	401000	Fournisseurs	FCOFIR	Cofiroute	AC01	20141231	COFIROUTE 12/2014	0,00	52,10			20141231		
AC	Achats frais generaux	10	20141231	622600	Honoraires comptables			AC02	20141231	FITECO 2ACPTE14	1000,00	0,00			20141231		
AC	Achats frais generaux	10	20141231	445660	Tva sur biens & services			AC02	20141231	FITECO 2ACPTE14	200,00	0,00			20141231		
AC	Achats frais generaux	10	20141231	401000	Fournisseurs	FFITEC	FITECO	AC02	20141231	FITECO 2ACPTE14	0,00	1200,00			20141231		
AC	Achats frais generaux	11	20141231	606160	Carburant gazoil			AC03	20141231	CARREFOUR MARKET GO	49,09	0,00			20141231		
AC	Achats frais generaux	11	20141231	445660	Tva sur biens & services			AC03	20141231	CARREFOUR MARKET GO	9,82	0,00			20141231		
AC	Achats frais generaux	11	20141231	401000	Fournisseurs	FCARB	Gazoil cb	AC03	20141231	CARREFOUR MARKET GO	0,00	58,91			20141231		
AC	Achats frais generaux	12	20141231	626201	Téléphone fixe et internet			AC04	20141231	ORANGE INT 12/2014	35,75	0,00			20141231		
AC	Achats frais generaux	12	20141231	445660	Tva sur biens & services			AC04	20141231	ORANGE INT 12/2014	7,15	0,00			20141231		
AC	Achats frais generaux	12	20141231	401000	Fournisseurs	FORANG	Orange	AC04	20141231	ORANGE INT 12/2014	0,00	42,90			20141231		
CE	CAISSE D'EPARGNE	13	20140102	108000	Compte de l'exploitant			1	20140102	SALAIRE	600,00	0,00			20141231		
CE	CAISSE D'EPARGNE	13	20140102	512100	Caisse d'épargne			1	20140102	SALAIRE	0,00	600,00			20141231		
CE	CAISSE D'EPARGNE	14	20140102	768000	Autres produits financiers			1	20140102	Intérêts créditeurs	0,00	1,88			20141231		
CE	CAISSE D'EPARGNE	14	20140102	512100	Caisse d'épargne			1	20140102	Intérêts créditeurs	1,88	0,00			20141231		
CE	CAISSE D'EPARGNE	15	20140102	661600	Agios bancaires			1	20140102	Intérêts débiteurs	46,91	0,00			20141231		
CE	CAISSE D'EPARGNE	15	20140102	512100	Caisse d'épargne			1	20140102	Intérêts débiteurs	0,00	46,91			20141231		
CE	CAISSE D'EPARGNE	16	20140102	627800	Autres services bancaires			1	20140102	Commissions	13,56	0,00			20141231		
CE	CAISSE D'EPARGNE	16	20140102	512100	Caisse d'épargne			1	20140102	Commissions	0,00	13,56			20141231		
CE	CAISSE D'EPARGNE	17	20140104	606160	Carburant gazoil			1	20140104	GO	83,14	0,00			20141231		
CE	CAISSE D'EPARGNE	17	20140104	512100	Caisse d'épargne			1	20140104	GO	0,00	83,14			20141231		
CE	CAISSE D'EPARGNE	18	20140104	445660	Tva sur biens & services			1	20140104	GO	16,63	0,00	A	20141231	20141231		
CE	CAISSE D'EPARGNE	18	20140104	512100	Caisse d'épargne			1	20140104	GO	0,00	16,63			20141231		
CE	CAISSE D'EPARGNE	19	20140107	108000	Compte de l'exploitant			1	20140107	AXA KANGOO ? PAYE PERSO	112,41	0,00			20141231		
CE	CAISSE D'EPARGNE	19	20140107	512100	Caisse d'épargne			1	20140107	AXA KANGOO ? PAYE PERSO	0,00	112,41			20141231		
CE	CAISSE D'EPARGNE	20	20140107	625100	Voyages et déplacements			1	20140107	COFIROUTE	11,60	0,00			20141231		
CE	CAISSE D'EPARGNE	20	20140107	512100	Caisse d'épargne			1	20140107	COFIROUTE	0,00	11,60			20141231		
CE	CAISSE D'EPARGNE	21	20140108	615500	Entretien vehicules			1	20140108	ESPACE AUTO PALIER MOT 4601SA41	146,26	0,00			20141231		
CE	CAISSE D'EPARGNE	21	20140108	512100	Caisse d'épargne			1	20140108	ESPACE AUTO PALIER MOT 4601SA41	0,00	146,26			20141231		
CE	CAISSE D'EPARGNE	22	20140108	445660	Tva sur biens & services			1	20140108	ESPACE AUTO palier mot	29,25	0,00	A	20141231	20141231		
CE	CAISSE D'EPARGNE	22	20140108	512100	Caisse d'épargne			1	20140108	ESPACE AUTO palier mot	0,00	29,25			20141231		
CE	CAISSE D'EPARGNE	23	20140108	606160	Carburant gazoil			1	20140108	GO	48,97	0,00			20141231		
CE	CAISSE D'EPARGNE	23	20140108	512100	Caisse d'épargne			1	20140108	GO	0,00	48,97			20141231		
CE	CAISSE D'EPARGNE	24	20140108	445660	Tva sur biens & services			1	20140108	GO	9,80	0,00	A	20141231	20141231		
CE	CAISSE D'EPARGNE	24	20140108	512100	Caisse d'épargne			1	20140108	GO	0,00	9,80			20141231		
